# mode	eigenvalue	frequency_thz
1	-2.3960999530587604e-17	7.790630325159217e-9im
2	-1.0000396121617265e-17	5.033020892775689e-9im
3	-8.624022641129236e-18	4.6738532873302174e-9im
4	-4.098612089804441e-18	3.222096477347055e-9im
5	4.781764339694006e-17	1.1005612465509917e-8
6	9.416839306318043e-17	1.5444459403096312e-8
7	0.0008301546006682769	0.045856364545968274
8	0.0013326347725763027	0.05809994246275766
9	0.0017064100326935985	0.06574486374452088
10	0.0020905545666642226	0.07276975045245675
11	0.0027334621990992057	0.08321021955715982
12	0.0030574844553173572	0.08800396924114547
13	0.003549996588893551	0.09482745599736096
14	0.00396038184879612	0.10015869616941947
15	0.004276654466162972	0.10408118137908831
16	0.004361951587496843	0.10511399740145048
17	0.004937153358670611	0.11183002976583718
18	0.0050047025025024994	0.11259244884833083
19	0.005213014709710757	0.11491179453338791
20	0.005351011818400895	0.1164228125531976
21	0.0056158339427875665	0.11926891279988763
22	0.006151378401495655	0.12482637350404345
23	0.006395895606976949	0.12728312079530435
24	0.006589805913746335	0.1291981942003055
25	0.0071953938544187124	0.13500424274392728
26	0.007376298510517485	0.13669082780522632
27	0.007549989104429993	0.13829080164746668
28	0.007866150396466454	0.14115662127173262
29	0.008212328239034918	0.1442292288274089
30	0.008581154246589196	0.1474324171936378
31	0.008877362984120223	0.1499554038276524
32	0.009062809205695218	0.15151357663284198
33	0.009080967567657066	0.15166528796091244
34	0.009445040392278678	0.15467568267394835
35	0.009536871024762214	0.15542579103925694
36	0.009987908547415754	0.15905869329317618
37	0.01008313688212654	0.15981515604580715
38	0.010197698360927035	0.16072047697117825
39	0.010368568498411987	0.16206137983020574
40	0.010538570145823906	0.16338454650315648
41	0.010815831963023576	0.16551985507401284
42	0.01105172017112643	0.16731507473994978
43	0.01118760515307073	0.16834053259865636
44	0.011779833169766772	0.17273872179410912
45	0.011829395387750722	0.17310172896842435
46	0.012099958027874155	0.17507013379146724
47	0.012426867840543554	0.17741934498567896
48	0.012581526481372531	0.17851996775995516
49	0.01283604653911685	0.18031662631887965
50	0.012929984558171995	0.1809752289930774
51	0.01304372664544296	0.18176948473823232
52	0.013398736199773222	0.18422647825038685
53	0.013598330876019134	0.18559357346056896
54	0.013692806099557805	0.18623716881114688
55	0.013957049497162075	0.18802558174992137
56	0.014002517900156414	0.1883316017100662
57	0.014067431470779181	0.1887676354621855
58	0.01422282419779542	0.1898073617484
59	0.014315055172748774	0.1904217906720177
60	0.014370193585899645	0.19078816943118132
61	0.014476948123323449	0.19149552996680852
62	0.014665263180882746	0.19273698558053998
63	0.014731780896927291	0.19317359279622554
64	0.015185969900312912	0.19612881261994286
65	0.015351353007003089	0.19719389301639345
66	0.015411512069032888	0.19757989808506657
67	0.015503180965234186	0.19816663733848613
68	0.015760100494731193	0.19980190420765442
