# mode	eigenvalue	frequency_thz
1	-5.759373844462684e-17	1.207835434942755e-8im
2	-3.1726135125137485e-17	8.964554596278822e-9im
3	-2.0461832288158054e-17	7.19933515618567e-9im
4	-6.016332419194677e-19	1.2344856440125503e-9im
5	8.111855436602386e-18	4.5329427380458884e-9
6	1.6598927266181452e-17	6.484255852416259e-9
7	0.0008129245209336382	0.04537798880000652
8	0.0012981682237824075	0.05734368776202821
9	0.0016694713835424756	0.06502938118573605
10	0.002120008490993861	0.07328058571571587
11	0.0026346148693058655	0.0816918443132518
12	0.0029456909071055846	0.08638010324367978
13	0.0036647383484877966	0.09634775909907926
14	0.003920941501369693	0.0996587219023543
15	0.004187063116019655	0.10298521629909971
16	0.004282093982065269	0.10414735124818582
17	0.004511496017925873	0.10690066846048138
18	0.004731975707893888	0.1094816628317598
19	0.005003247562697865	0.11257608152749134
20	0.005149265167201445	0.11420700961515116
21	0.005311955874095102	0.11599716125892691
22	0.005341633777543298	0.11632074805377728
23	0.005455131902568933	0.1175500341859128
24	0.0061376963508426256	0.12468747524506421
25	0.006305397656008947	0.1263794241622453
26	0.00658558233293859	0.12915678429509583
27	0.007137596523374469	0.13446093562440867
28	0.007287034687121871	0.13586123251291293
29	0.007427045483422157	0.13716022014471482
30	0.007856737427255324	0.1410721389902755
31	0.008073327535700779	0.14300341797769764
32	0.008548766584267136	0.14715392870217067
33	0.0087749517777795	0.14908793553104027
34	0.008864407258797715	0.14984594055725178
35	0.009102425856822017	0.1518443744552744
36	0.009144393693124662	0.15219402033252694
37	0.009519247257407243	0.15528211421779153
38	0.009729112991390097	0.15698449321655542
39	0.009910318671917556	0.1584396745182888
40	0.010116164753343097	0.1600766837396871
41	0.010291696269905825	0.16145950329065864
42	0.010324217328875212	0.16171440259790312
43	0.01055140614623344	0.16348401758251943
44	0.010723731314617756	0.1648136182354904
45	0.010901049066727477	0.16617063479791816
46	0.011242828651457374	0.1687554967139819
47	0.011529234858137985	0.17089146575536843
48	0.011768744900530726	0.17265740381739902
49	0.011866311637674602	0.17337161972288964
50	0.012234510906966475	0.17604084233547332
51	0.012356903134949849	0.17691919428226993
52	0.01256631834042136	0.17841204056326412
53	0.012741729934238714	0.1796529403484826
54	0.01283717186426869	0.1803245302473644
55	0.01323093814280393	0.18306927061844117
56	0.013414002750724276	0.1843314024084503
57	0.013479536706925204	0.18478112826855317
58	0.013669662776882583	0.18607971497613493
59	0.01382355108723447	0.18712419397174068
60	0.013921517892086248	0.18778609316264716
61	0.014125543523994429	0.18915712978480828
62	0.014281654382753766	0.19019950886710094
63	0.014445130974153063	0.19128498168149347
64	0.014601641392370825	0.19231845917041043
65	0.014664583526830302	0.192732519380737
66	0.015019880380267676	0.19505332981142362
67	0.015116320232259532	0.19567852838127406
68	0.01537984437635415	0.19737679935757843
69	0.015558575617288442	0.19852035776446553
70	0.015623528204727124	0.19893430893887118
71	0.01578238334592847	0.19994310202275062
72	0.015889243604375304	0.20061885316023417
73	0.016086285804822274	0.20185895562971565
74	0.016354584107959123	0.2035353667283177
75	0.016401144671454995	0.203824887573581
76	0.01662232696845082	0.2051946541649788
77	0.016836126471148374	0.20651006407669067
78	0.016967296630902677	0.20731296259808557
79	0.017110590216975054	0.20818653019600206
80	0.017337006249706095	0.2095594184617977
81	0.017539173997408637	0.2107777188260467
82	0.01761272564900161	0.21121921139785702
83	0.017775087132837618	0.21219053161411208
84	0.017936867168619197	0.2131539709334507
85	0.018084643459240258	0.21403022459883486
